N,run_index,kernel_time_ms,effective_bandwidth_GBps
2000000000,19,285.3138,84.12
2000000000,20,281.3149,85.31
2000000000,21,291.5653,82.31
2000000000,22,286.5428,83.76
2000000000,23,282.9134,84.83
2000000000,24,283.6461,84.61
2000000000,25,282.0259,85.10
2000000000,26,283.0935,84.78
2000000000,27,289.5278,82.89
2000000000,28,285.2308,84.14
2000000000,29,291.5477,82.32
2000000000,30,320.6994,74.84
2000000000,31,320.6242,74.85
2000000000,32,288.5896,83.16
2000000000,33,290.1778,82.71
2000000000,34,288.1348,83.29
2000000000,35,285.7491,83.99
2000000000,36,284.9632,84.22
2000000000,37,303.6990,79.03
2000000000,38,286.6040,83.74
2000000000,39,295.4524,81.23
2000000000,40,281.3266,85.31
2000000000,41,283.9008,84.54
2000000000,42,294.6707,81.45
2000000000,43,299.4906,80.14
2000000000,44,288.5407,83.18
2000000000,45,284.8652,84.25
2000000000,46,287.6259,83.44
2000000000,47,302.7704,79.27
2000000000,48,289.3928,82.93
2000000000,49,283.4631,84.67
2000000000,50,287.7794,83.40
