N,run_index,kernel_time_ms,effective_bandwidth_GBps
1900000000,6,33.3570,683.52
1900000000,7,32.5273,700.95
1900000000,8,32.9773,691.38
1900000000,9,33.6322,677.92
1900000000,10,32.9429,692.11
1900000000,11,32.7985,695.15
1900000000,12,32.7218,696.78
1900000000,13,33.0288,690.31
1900000000,14,32.9589,691.77
1900000000,15,33.3668,683.31
1900000000,16,32.9505,691.95
1900000000,17,36.1516,630.68
1900000000,18,34.1950,666.76
1900000000,19,33.9054,672.46
1900000000,20,33.4561,681.49
1900000000,21,33.6459,677.65
1900000000,22,32.9582,691.78
1900000000,23,33.4850,680.90
1900000000,24,33.3483,683.69
1900000000,25,34.0572,669.46
1900000000,26,34.0849,668.92
1900000000,27,33.4028,682.58
1900000000,28,33.4770,681.06
1900000000,29,33.3092,684.50
1900000000,30,33.4605,681.40
1900000000,31,33.3596,683.46
1900000000,32,33.5044,680.51
1900000000,33,33.3576,683.50
1900000000,34,33.5431,679.72
1900000000,35,33.2663,685.38
1900000000,36,33.5241,680.11
1900000000,37,33.3388,683.89
1900000000,38,33.6674,677.21
1900000000,39,33.4618,681.37
1900000000,40,33.4839,680.92
1900000000,41,33.5271,680.05
1900000000,42,33.5681,679.22
1900000000,43,33.1050,688.72
1900000000,44,33.4934,680.73
1900000000,45,33.7757,675.04
1900000000,46,33.2930,684.83
1900000000,47,34.4115,662.57
1900000000,48,33.1064,688.69
1900000000,49,33.3544,683.57
1900000000,50,33.7751,675.05
2000000000,1,44.0964,544.26
2000000000,2,43.9272,546.36
2000000000,3,47.4739,505.54
2000000000,4,40.7953,588.30
2000000000,5,43.7511,548.56
2000000000,6,43.9007,546.69
2000000000,7,40.6848,589.90
2000000000,8,44.0871,544.38
2000000000,9,43.9252,546.38
2000000000,10,43.9469,546.11
2000000000,11,43.9602,545.95
2000000000,12,47.0953,509.61
2000000000,13,49.8865,481.09
2000000000,14,47.3731,506.62
2000000000,15,44.2160,542.79
2000000000,16,43.8917,546.80
2000000000,17,44.0278,545.11
2000000000,18,44.2877,541.91
2000000000,19,44.1158,544.02
2000000000,20,46.8928,511.81
2000000000,21,47.2174,508.29
2000000000,22,43.9086,546.59
2000000000,23,40.5965,591.18
2000000000,24,43.9380,546.22
2000000000,25,44.1832,543.19
2000000000,26,49.4852,484.99
2000000000,27,43.9343,546.27
2000000000,28,44.0468,544.87
2000000000,29,47.0246,510.37
2000000000,30,44.0844,544.41
2000000000,31,47.1490,509.03
2000000000,32,44.0018,545.43
2000000000,33,44.1173,544.00
2000000000,34,43.7847,548.14
2000000000,35,44.0119,545.31
2000000000,36,43.7730,548.28
2000000000,37,44.3288,541.41
2000000000,38,50.2170,477.93
2000000000,39,44.0047,545.40
2000000000,40,43.8152,547.75
2000000000,41,44.0457,544.89
2000000000,42,44.3048,541.70
2000000000,43,43.6852,549.38
2000000000,44,44.0734,544.55
2000000000,45,43.7537,548.52
2000000000,46,43.9976,545.48
2000000000,47,43.9174,546.48
2000000000,48,43.1042,556.79
2000000000,49,50.1023,479.02
2000000000,50,44.1404,543.72
